x, y
0.9979715945864878, 4.0705995888907305
0.9868154228450935, 4.024177894906121
0.9736308070015716, 4.000967121699064
0.9543610522947437, 3.973887787910501
0.9340770755368519, 3.9584138407254654
0.9127788767278964, 3.9390714805294196
0.8924948999700046, 3.9081237337298456
0.8701825564872161, 3.8810443999412816
0.8438133634887877, 3.853965213723215
0.8204867979549353, 3.8191489063421336
0.7920891995429946, 3.795938133135077
0.769776856060206, 3.7688587993465137
0.7454360684752899, 3.749516439150468
0.720081097527925, 3.7263055183729143
0.6876267656661906, 3.703094745165858
0.6531439897023286, 3.6760154113772945
0.6247463912903879, 3.64119925156671
0.6014198644451509, 3.6179883307891565
0.5699797159458648, 3.5870405839895825
0.5405679341714758, 3.5599612502010185
0.5141987798616627, 3.5406188900049727
0.48478699808727355, 3.5174081167979168
0.4594320271399088, 3.490328783009353
0.43711960627988955, 3.474854835824317
0.4077079018827311, 3.4593810362097788
0.36815413172939615, 3.4323017024212152
0.330628728300958, 3.4052223686326513
0.2961460297143267, 3.3781430348440873
0.265720064577489, 3.362669235229549
0.21298167858063233, 3.3162475412449393
0.1724138024420795, 3.2775628208528476
0.13590258237608988, 3.2311411268682377
0.11054761142872516, 3.1847194328836284
0.08113590703156681, 3.126692352295491
0.05578093608420198, 3.0493229115113065
0.0375253260512074, 2.960348084123595
0.024340710207685468, 2.8945840299429393
0.015212982568418854, 2.8017407895442172
0.00608510017469055, 2.732108322352551
-0.0010142607396790293, 2.6547388815683677
-0.007099515668831158, 2.588974679817215
-0.011156249118625006, 2.5348163073810817
-0.012170509858304035, 2.5
