x, y
19.829976898208933, 4.133911392232475
52.88002244583609, 4.095375749309579
118.9801135410904, 4.060693685379152
214.8252960595764, 4.0337187059327615
340.41544392537594, 3.999036642002335
426.3455119188392, 3.9643545780719087
512.2757059882207, 3.9335260931339535
588.2907855325794, 3.894990450211056
664.3059911528566, 3.8795761342411725
770.0660360445287, 3.848747649303217
855.9961040379919, 3.821772669856826
955.1462406808735, 3.790944184918871
1031.1614463011506, 3.779383521442364
1110.4816060458231, 3.7601156999809153
1189.8015136386587, 3.73699422602609
1285.6466961571446, 3.7100192465796997
1348.4418331280035, 3.690751425118251
1421.1518324720487, 3.667630098165237
1500.4719922167212, 3.6483622767037884
1563.26712918758, 3.6368016132272816
1645.8922430566479, 3.6059731282893264
1718.6022424006928, 3.594412317811008
1811.1424707947835, 3.5789981488429357
1923.5126760870835, 3.5520231693965454
2025.9677668543602, 3.536608853426662
2131.727811746033, 3.517341031965213
2211.0479714907046, 3.5019268629971414
2300.2832457603995, 3.4903661995206345
2402.738336527677, 3.463391220074244
2525.023404193162, 3.4325627351362886
2644.0035177342534, 3.405587755689898
2772.898997952203, 3.367052112767001
2905.0991801427117, 3.3092486483826544
3007.554018758152, 3.2668593529663807
3116.619269926056, 3.197495225105528
3212.4642002927044, 3.1050097702916615
3288.4794059129817, 2.9816956835380277
3314.919543211818, 2.8815029237374077
3351.2747950356775, 2.785163816430164
3361.189405257028, 2.70038551960124
3374.409726058282, 2.607899917785562
3390.934748832096, 2.5269751264482023
