iteration,power_saved_pct,distortion_pct,l_gamma,chroma_scale,brightness,contrast,blue_reduction,lum_red_factor
1,8.5398,3.1301,0.9802645387126516,0.9000919550841562,-0.04113249607485747,0.04036484447973329,0,1.0356835492064929
2,12.8081,3.1834,0.9325803935750776,1.0143255037992547,-0.04591502233492482,-0.09141522993095373,1,1.0570050283955692
3,16.9791,3.2077,1.0596695659599937,1.0313019168838098,-0.02627431606064326,0.05986229765697401,1,0.9112220173107001
4,22.1775,4.1167,0.9675643118173751,1.0133693521228018,-0.07235669534500795,-0.061920934894832705,5,0.9444561825313058
5,9.8338,3.1151,0.9446870975737617,0.9426343413928344,-0.0348766052637484,-0.05815997351119171,6,1.0596446844301393
6,1.5099,3.6697,0.9622646924197976,1.0383718167455613,0.029086910790861065,0.018085320912822306,2,1.0531769189456432
7,2.8767,3.2305,0.9789967842687348,0.9431234033145761,0.048154804368693516,-0.058062015241303035,7,1.035057286070282
8,17.5901,4.0307,1.0199750402298573,0.9314780046659608,-0.07007654612480063,-0.0926448162025747,2,1.0883759244297457
9,24.2608,4.2925,1.0756345779064072,1.0091776132730963,-0.09388357653602906,0.07974279778909774,4,0.9246990307924855
10,6.521,2.9924,1.0763369002444485,0.9911773287314782,-0.00998840184760226,0.08380144244995452,1,1.0700008736094966
