iteration,power_saved_pct,distortion_pct,l_gamma,chroma_scale,brightness,contrast,blue_reduction,lum_red_factor
1,12.8082,2.2453,1.0896498844979754,0.9199449688446156,-0.010137762230331263,-0.016143714488613126,8,0.9353094982456883
2,16.9198,2.9093,1.0679941056934235,0.968030247777452,-0.044635393021009044,-0.040764424207140174,7,0.9629400052293946
3,12.3917,2.1069,1.051855134920323,0.9752998578283543,-0.031231375967148062,-0.023401357340949586,7,0.9693664866183849
4,22.5498,3.9175,1.0439944899655766,0.9718715153312087,-0.06010061984797262,-0.0706156921017022,5,0.9345609151860259
5,16.8823,2.9249,1.0667368433874387,0.9680232430599023,-0.06893029562706043,-0.021631302474799705,8,0.9920282177017723
6,12.4123,2.3801,1.0456810384271025,0.9119740263585624,-0.03583585537858412,-0.03564709358009026,4,0.9792396750346455
7,27.8946,4.8598,1.0747918054212844,0.9436120488719077,-0.06776815493263295,-0.07318865442663164,4,0.9007797702618976
8,18.4409,3.4174,1.0122643006638155,0.9191000665418142,-0.03250085391721026,-0.07341587345962437,10,0.9093172888683032
9,14.0285,2.6071,1.0306051600825001,0.9385883270825598,-0.006453853930282069,-0.09632189316832991,10,0.9471975044642992
10,17.3491,3.0855,1.007352355393608,0.991028200127133,-0.06095305877683094,-0.07441719574308657,3,0.9854913299640161
