iteration,power_saved_pct,distortion_pct,l_gamma,chroma_scale,brightness,contrast,blue_reduction,lum_red_factor
1,35.0051,6.0741,1.0030893687859297,0.9504418613313023,-0.09192775602448267,-0.13534413296869172,0,0.8755529352921948
2,27.5758,4.6004,1.140802437893488,0.9967077257514372,-0.059227977452319655,-0.13750665458289182,0,0.9916271463442679
3,29.8194,5.0192,1.1148299820221508,0.9832440783876659,-0.08622324940007232,-0.124528833812949,0,0.9927921565458148
4,39.9847,6.6894,1.1458422592059532,0.9217884970985559,-0.1481998987571718,-0.06116688565091509,0,0.9457164267214979
5,26.3934,4.549,1.0156099806629493,0.9376731866019613,-0.07329223767382886,-0.0380083972567425,0,0.8683275739500103
6,34.5141,6.0456,1.075308668681607,0.8943048075111192,-0.06158065709603776,-0.1392332297842181,0,0.8596686567012408
7,40.9418,6.9785,1.1137757880334649,0.8606465174418393,-0.13827225179109975,-0.031147673621258753,0,0.8708083012934892
8,19.2284,3.3133,1.025026628540008,0.9789443752636624,-0.0753139435720074,-0.05771081707959398,0,0.9902061391816238
9,20.2887,3.5658,1.048194290197935,0.9090861619765958,-0.0163951646714815,-0.06594202449914818,0,0.8705482141949074
10,26.1661,4.3719,1.0601099340290248,0.9584964696586138,-0.04416015676668378,-0.05735545031817567,0,0.8611770982944091
